tempoInicio,tempoDigitando,user,codExperimento,peticao,horarioRecebido
00:30:59,00:16:38,1662,0.0,"DO DIREITO 
1. DA ABSOLVIÇÃO PELO CRIME IMPOSSÍVEL 
O crime apresentado trata-se de furto em que os agentes tentaram utilizar o serrote para romper a placa de aço e, assim, ter acesso ao conteúdo dos caixas eletrônicos da agência. Nos autos do processo o Banco pronunciou-se, por meio de ofíicio, afirmando que a estrutura do caixa eletrônico era de açõ, o que a torna imune à ação mêcanica por força humana, ou seja, seria impossível estes terem êxito na tentativa. 
O art, 17 do Código Penal dispõe que não é possível punir a tentaiva quando for impossívem concretizar o crime. É necessária demonstrar tanto o requisito subjetivo como o objetivo, o que não se concretiza, pois apesar de haver a intenção, o crime é impossível de ser consumado e, por isso, não pode ser punível. 
Por fim, diante do crime impossível, é cabível a absolvição do réu, nos termos do art. 386, III, do Código do Processo Penal e art. 17 do CP.
2. ABSOLVIÇÃO PELO PRINCÍPIO DA INSIGNIFICÂNCIA
O princípio decorre do entendimento de que o direito penal não deve se preocupar com condutas em que o resultado não é suficientemente grave a ponto de não haver necessidade de punir o agente nem de se recorrer aos meios judiciais.

Conforme demononstrado, a conduta dos réus não teve qualquer consequência que ferisse a sociedade ou até o banco, não tendo significância para a punição deste. Restam demonstrados os requisitos definidos pelo Supremo Tribunal Federal para a aplicação do princípio da insignificância e consequente reconhecimento da atipicidade da conduta, quais sejam, (a) mínima ofensividade da conduta do agente, (b) nenhuma periculosidade social da ação, (c) reduzidíssimo grau de reprovabilidade do comportamento e (d) inexpressividade da lesão jurídica provocada.
Ante o exposto, o acusado deve se absolvido por considerar-se insignificante a conduta do acusado em face à ausência de lesividade, diante dos fatos é aplicável o princípio da insignificância, nos termos do artigo 386, inciso III, do CPP.

3. DA CONFISSÃO ESPONTÂNEA DO DELITO 
Os acusados não negam a tentativa de efetivar o delito, em que confessaram a intenção do furto. Deste modo, por terem confessado espontaneamente em presença de autoridade, em audiência a autoria do crime, faz jus ao benefício da atenuação da pena, conforme dispõe o art. 65 do CP.
A confissão espontânea perante autoridade faz valer a atenuante, que deve ser aplicado caso o magistrado não entenda pela absolvição dos réus. 
4. DA DOSIMETRIA DA PENA
De acordo com o art. 68 do Código Penal, a dosimetria da pena deve respeitar o procedimento trifásico. Da análise das circunstâncias judiciais do artigo 59 do CP, razão pela qual a defesa pugna pela aplicação da pena-base no mínimo legal.
","07/11/2023, 13:16:28"
00:25:22,00:12:32,1662,0.0,"II. DO DIREITO


Faz-se preemente a absolvição dos réus tendo em vista a ausência de provas que comprovem a prática do crime. Ora, o tipo penal imputado, mesmo em sua forma tentada, demanda a juntada de provas, por se tratar de um crime material. Segue-se, desse modo, a oriuentação do artigo 158 do CPP.




","07/11/2023, 13:17:14"
00:26:35,00:25:05,1662,0.0,"Com base nos fatos que foram expostos na questão, percebe-se que a denúncia  oferecida  pelo Ministério Público, de que houve tentativa de furto qualificado, com base base nos artigos  Art. 155, § 4º, incisos I e IV, e do Art. 14, inciso II, do Código Penal, é inepta, visto que Roberto e Ricardo jamais conseguiriam romper o obstáculo da porta de aço, como explicita o oficio expedido pelo Banco Peixe, o qual afirma que a estrutura do caixa eletronico é de aço, imune à ação mecânica por força humana, e que os acusados não logragram êxito em danificar a estrutura do caixa elêtronico.Com base no que foi dito,detecta-se que este fato práticado pelos réus se enquadra na hipótese de crime impossível, visto que por absoluta impropriedade do objeto, que no caso é a porta de aço,  jamais seria rompida por força mecânica produzida por ser humano.Por fim, salienta-se que não houve exame de corpo de delito, o qual é imprescindível em crimes que deixam vestígios, como no caso do crime de tentativa de furto, percebendo-se, assim, que a denúncia do Ministério Público é inepta, tanto pelo fato de o crime ser impossível quanto pelo fato de não ter havido exame de corpo de delito, procedimento imprescindível para os crimes que deixam vestígios.","07/11/2023, 13:18:14"
00:30:30,00:22:14,1662,0.0,"os reus no dia 10/08/2023, foram flagrados tentando arrombar um caixa eletronico, porem, obtiveram a sua ação frustada, pois o segurança da agencia ao perceber a ação dos reus, ligou par a policia, a qual, urgentemente cumpriu a diligencia ate o local, ao os agentes chegar ao local, acabaram averiguando e prendendo os reus em flrgrante, porem, os reus, no momento confessaram a pratica do crime, o que segundo o STJ, a pratica de confessar o crime fara jus a atenuantes. insta salientar que os reus tambem confessaram a pratica do crime em processo.  


Segundo artigo 15 CP, o agente que, voluntariamente, desistir de prosseguir na execução ou impede que o resultado se produza, so resposnde pelos atos ja praticados, ou seja, os reus devem responder apenas pela tentativa prevista no capute do artigo 155 do CP, sendo assim, necessario que não haja a qualificante, pois os dois apenas tentaram e não obitiveram exito.É importante destacar, que a ação dos reus ja era considerada frustada, pois, de qualquer forma, eles não teriam exito, haja vista que segundo o banco o cofre é imune a ação mecanica. 


insta salientar, que os aegnetes, mesmo que quissesem, não obteriam exito, pois o cofre é imune a ação mecanica, sendo assim, a ação feita pelos reus iria ser frustada de qualquer forma, pois eles usaram como meio para tentar arrombar o caixa, uma serra e uma chave de fenda, sendo assim , é importante salientar que o artigo 14, inciso II  do cp não pode ser aplicado ao caso concreto, pois não pode ser considerado crime consumado ","07/11/2023, 13:18:53"
00:28:17,00:14:44,1662,0.0," Dos Fatos 

Primeiramente diante do caso especifico, tratasse  de um crime impossivel, pois é impossivel a sua consumaçao,  que tem previsão no Art. 17 do codigo penal, que fala que  - Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime. vale destacar também o  Art. 155.  O juiz formará sua convicção pela livre apreciação da prova produzida em contraditório judicial, não podendo fundamentar sua decisão exclusivamente nos elementos informativos colhidos na investigação, ressalvadas as provas cautelares, não repetíveis e antecipadas, pois não foi respeitado o principio do idubio pro reú.


","07/11/2023, 13:19:48"
00:31:35,00:24:16,1662,0.0,"II. Do Direito 
II.I. Da Absolvição Pelo Crime Impossível


O caso em tela trata-se de uma tentativa de furto qualificado em que o acusado tenta subtrair o conteúdo dos caixas eletrônicos com a utilização de serrote. Consta nos autos que o acusado permaneceu cerca de 30 minutos dentro da agência, na tentativa de romper a placa de aço com o simples serrote, contudo sua tentaiva foi infrutífera em virtude do equipamento utilizado não possuir força suicente para abrir tais placas. Nesse sentido dispõe o art. 17 do CP: Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime. 
Além disso, para que se demonstre a existência do delito, são necessários elementos objetivos e subjetivos, que no caso acaba por não ocorrer, pois mesmo que o acusado possua vontade de subtrair, ele não consegue o subtrair, além de estar sendo fiscalizado por meio de câmeras durante toda a conduta, demonstrando que em hipótese alguma o acusado iria conseguir fugir com o bem se caso tivesse conseguido romper a placa de aço, tornando irrefutável a afirmação de que se trata de crime impossível. 


II.II Do Afastamento da Qualificadora de Rompimento de Obstáculo 


Como exposto no art. 158 do CPP, quando houver vestígios será necessário o exame pericial e, no fato em questão não houve essa perícia para constar a tentativa de rompimento da placa de aço, ou seja, não se pode presumir que houver tal tentativa sem o devido laudo pericial. Ademais, de acordo com o STJ quando se tratar de furto qualificado por rompimento de obstáculo, torna-se indispensável a realização da perícia para a sua comprovação. Desta forma, comprovado a tentativa de furto do acusado, a qualificadora de rompimento de obstáculo deverá ser retirada. Ficando evidente que a qualificadora prevista no art. 155, P4, I do CP, não deverá prosperar pois o crime de furto produziu vestígios e neste caso não houve perícia para comprovar o rompimento, sendo inviável a aplicação da qualificadora supracitada. 









","07/11/2023, 13:21:03"
00:29:25,00:25:11,1662,0.0,"Dos fundamentos jurídicos



1. preliminares


A) ilegalidade da prisão preventiva
Diante da narração fática torna-se viável enxergar que o único fundamento utilizado para a decretação da preventiva para o réu Ricardo foi a reincidencia, todavia, tal fundamento, por si só, não detém de potencial para fundamentar tal privação deliberdade, com base na jurisprudência do STJ.


B) In Dubio pro reu 


No caso concreto, fica evidente que o único argumento da acusação seja um elemento informativo colhido na fase investigativa, a confissão, tendo esta presunção relativa, com base na doutrina majoritária processualista. Sendo assim, cito o art 155 do dispsotivo processual penal, este que impede a condenação fundamentada somente em elementos informativos, sendo necessária uma arcabouço probatório produzido diante dos princípios do contraditório para uma eventual condenação.


Inicialmente, torna-se imperioso concluir que tal delito não teve sua consumação, mas sim a tentativa, nos termos do art 14, II, do CP, como menciona a denúncia, contudo, cabe ressaltar que os meios empregados não teriam o condão de consumar o delito , tendo em vista que não foram as circunstancias alheias a vontade do agente que não efetivou o crime, mas sim a ineficácia asboluta do meio utilizado para a cometer tal infração, dispondo o dispositivo penal material que não será punida a tentativa quando houver ineficácia absoluta do meio como sustenta o seu art 17.

","07/11/2023, 13:21:04"
00:30:42,00:30:08,1662,0.0,"I. DO DIREITO: 


a) aspectos materiais 


Primeiramente cumpre destacar a necessidade de adentrar ao fato de que não houve rompimento ou destrução dos obstaculos como alegado na acusação, o crime em questão deverá ser enquadrado na hipotse do Art. 17 que versa sobre crime impossivel. segue o teor do Art. Art. 17 - Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime.
Portanto, é pertinente destacar que houve ineficacia absoluta do meio haja visto o fato de um cerrote ser fisicamente impossivel de romper uma placa de aço, sendo o caso em questão um claro exemplo de crime impossivel. 


b) aspectos processuais 


Cumpre salientar a ilegalidade da prisão preventiva, sustentada pelo magistrado no simples fundamento de maus antecedentes por crime transitado em julgado de um dos reus. Acontece que a jursiprudência do STJ veda a prisão preventiva sustentada nesse argumento.


Por fim o art 155 do CPP veda a confissão como elemento fundante do julgamento haja visto que a confissão foi obtida sem o uso de contraditorio e ampla defesa.





","07/11/2023, 13:24:51"
00:13:25,00:13:10,1662,0.0,"1. DO DIREITO


No mérito deve ser definida a atipicidade da conduta dos acusados ante o crime  impossível pela absoluta ineficácia do meio empregado para a prática delitiva. Conforme informação apresentada pelo banco Peixe em documento anexada aos autos do processo, a estrutura do caixa eletrônico é imune a ação mecânica humana. Pontanto os meios  empregados  pelos acusados para romper a placa de aço e ter acesso ao caixa eletrônico é ineficaz
Dessa forma requer a absolvição dos acusados com base no Art. 386, inciso III, do CPP.
Subsidiaramente, caso não seja acolhida a tese defensiva acima exposta, requer-se o afastamento da qualificadora do rompimento de obstáculo prevista no artigo 155, §4, inciso I, do CP.. Isso porque nos termos do artigo 158 do CPP a incidência da referida qualificadora depende da realização da prova pericial técnica para comprovar o delito.




2. DO PEDIDO


1) A absolvição dos acusados com base no artigo 386, inciso III do CPP
2) Subsidiaramente, caso não seja a colhida a tese defensiva acima expostaa:
a. O afastamento da qualificadora prevista no9 Art. 155, § 4°, inciso I, do CP
b. O reconhecimento das atenuates com base no artigo 65, inciso III, 
c. A detração penal cumprido pelos acusados 
d. A fixação da ena base no mínimo legal;
e. A fixação do regim aberto para Roberto e semiaberto para Ricardo;
f. A sibstituição da pena privativa de liberdade por restritiva de direitos;
g. A redução da pena pela tentativa na fração 2/3





","07/11/2023, 13:29:32"
01:09:36,00:50:02,1662,0.0,"2. DO DIREITO:


No caso concreto, os réus Ricardo e Roberto foram acusados da prática dos crimes descritos nos artigos 151, § 4º, inciso I  e  , e art. 14, inciso II, ambos do Código Penal brasileiro, houve a devida instrução criminal com a oitiva dos acusados e dos policiais que lavraram o flagrante do crime no dia 10/08 às 19 horas no Banco Peixe localizado no centro de Barnabeu (CN). 


A pena dos acusados Ricardo e Roberto deverá ser diminuida conforme o que está disposto no art. 68 e art. 70 parágrafo único do Código Penal brasileiro onde discorre sobre a tentativa de crime, o que ocorreu efetivamente neste caso, a tentativa de arrombamento de caixa eletrônico. Para além da tentativa deve este Juízo analisar a prova produzida em sede de defesa, qual seja o Ofício apresentado pelo Banco Peixe onde informa "" a estrutura do caixa eletrônico é de aço, imune à ação mecânica por força humana, e que os acusados não lograram danificar a estrutura do caixa eletrônico"", restando comprovado que os acusados não danificaram o caixa eletrônico, deste modo, podendo concluir que não houve a consumação da prática delituosa, devendo, ambos serem absolvidos das acusações imputadas pelo Ministério Público e desse modo desqualificando suas acusações.


Em sede de Memóriais, art. 757, § 1º do Código de Processo Penal brasileiro, deve o Juiz atentar-se para a necessidade de constituição de advogado em tempo hábil o que não foi observado no caso exosto, visto que diante da manifestação de condenação proferida pelo Ministério Público o advogado somente foi intimado no dia 11/04/2023 portanto prejudicando a defesa dos acusados.



","07/11/2023, 13:44:59"
